,date,pfizer,moderna,astrazeneca
793,2022-02-24,45.96,156.23,58.13
794,2022-02-25,47.72,151.33,60.58
795,2022-02-28,46.94,153.60001,60.88
796,2022-03-01,45.75,149.52,61.34
797,2022-03-02,47.7,147.86,62.0
798,2022-03-03,47.83,141.52,60.07
799,2022-03-04,48.65,136.46001,57.47
800,2022-03-07,47.98,126.46,56.5
801,2022-03-08,47.44,129.28,57.69
802,2022-03-09,48.75,142.49001,60.43
803,2022-03-10,49.2,139.52,60.9
804,2022-03-11,50.27,138.2,60.3
805,2022-03-14,52.25,150.07001,60.39
806,2022-03-15,52.21,148.12,61.37
807,2022-03-16,52.92,169.36,61.96
808,2022-03-17,54.24,168.25999,63.67
809,2022-03-18,54.51,178.92999,63.23
810,2022-03-21,54.19,175.38,63.48
811,2022-03-22,53.04,186.72,63.66
812,2022-03-23,52.19,178.73,64.32
813,2022-03-24,52.59,179.67999,66.02
814,2022-03-25,52.78,165.92,65.13
815,2022-03-28,53.28,173.08,65.38
816,2022-03-29,52.74,180.64,65.95
817,2022-03-30,52.44,174.92,67.12
818,2022-03-31,51.77,172.25999,66.34
819,2022-04-01,51.57,176.59,66.81
820,2022-04-04,50.94,172.53999,66.67
821,2022-04-05,51.24,162.05,67.05
822,2022-04-06,52.87,154.62,69.07
823,2022-04-07,55.16,159.0,71.01
824,2022-04-08,55.17,160.84,71.14
825,2022-04-11,53.93,160.0,70.63
826,2022-04-12,53.11,159.5,68.61
827,2022-04-13,53.1,169.66,68.97
828,2022-04-14,53.12,165.49001,69.05
829,2022-04-18,51.84,154.75,68.61
830,2022-04-19,50.18,152.72,68.28
831,2022-04-20,49.75,150.12,68.85
832,2022-04-21,49.11,144.5,67.39
833,2022-04-22,48.13,140.34,65.86
834,2022-04-25,48.95,150.41,65.96
835,2022-04-26,49.03,145.78999,65.06
836,2022-04-27,49.74,142.42999,66.19
837,2022-04-28,50.51,142.52,67.22
838,2022-04-29,49.07,134.41,66.4
839,2022-05-02,48.34,142.08,66.43
840,2022-05-03,49.29,146.53999,67.17
